Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Car_Age,Price_Per_Year
Tata New Safari Dicor EX 4X2,Kolkata,2011,90000,Second,13.93,2179.0,138.1,7.0,2.75,True,False,False,False,True,15,0.18
Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,51553,First,21.64,1461.0,84.8,5.0,5.98,True,False,False,False,True,12,0.5
BMW 3 Series 330 Ci Convertible,Delhi,2011,31000,First,10.9,2497.0,215.0,5.0,31.0,False,False,True,True,False,15,2.07
Toyota Corolla 1.8 J,Delhi,2011,67422,Second,14.53,1798.0,138.0,5.0,3.55,False,False,True,False,True,15,0.24
Hyundai Verna 1.6 SX,Kochi,2015,60519,First,22.32,1582.0,126.32,5.0,6.24,True,False,False,False,True,11,0.57
Maruti Swift Dzire VDi,Kolkata,2009,34000,First,19.3,1248.0,73.9,5.0,2.19,True,False,False,False,True,17,0.13
Maruti Dzire VDI,Hyderabad,2013,68434,First,28.4,1248.0,73.75,5.0,5.5,True,False,False,False,True,13,0.42
Maruti Alto K10 VXI,Pune,2014,17000,First,24.07,998.0,67.1,5.0,2.1,False,False,True,False,True,12,0.18
Jaguar XJ 5.0 L V8 Supercharged,Coimbatore,2011,43686,First,10.5,5000.0,503.0,4.0,50.66,False,False,True,True,False,15,3.38
Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,22000,First,14.84,2143.0,170.0,5.0,14.0,True,False,False,True,False,14,1.0
Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,First,22.0,1582.0,126.2,5.0,5.5,True,False,False,False,True,13,0.42
Chevrolet Aveo 1.6 LT,Pune,2007,63000,Third,14.2,1598.0,102.0,5.0,1.2,False,False,True,False,True,19,0.06
Maruti Swift VXI BSIV,Hyderabad,2014,61922,First,20.4,1197.0,81.8,5.0,5.3,False,False,True,False,True,12,0.44
Hyundai Verna 1.6 CRDi S,Chennai,2015,85000,First,23.9,1582.0,126.2,5.0,6.3,True,False,False,False,True,11,0.57
Mercedes-Benz GLC 220d Celebration Edition,Kochi,2017,26192,First,17.9,2143.0,168.0,5.0,40.47,True,False,False,True,False,9,4.5
Toyota Fortuner 4x2 Manual,Delhi,2013,65000,First,13.0,2982.0,168.5,7.0,16.1,True,False,False,False,True,13,1.24
Audi Q5 2008-2012 2.0 TDI,Delhi,2014,44999,First,12.8,1968.0,167.6,5.0,25.0,True,False,False,True,False,12,2.08
BMW 3 Series 320d Dynamic,Mumbai,2008,81308,Second,13.2,1995.0,170.0,5.0,7.95,True,False,False,True,False,18,0.44
Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,First,24.7,796.0,47.3,5.0,2.65,False,False,True,False,True,10,0.26
Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,First,20.92,998.0,67.1,5.0,2.81,False,False,True,False,True,14,0.2
Audi A4 1.8 TFSI Technology Edition,Hyderabad,2012,80000,First,15.64,1798.0,167.62,5.0,17.5,False,False,True,True,False,14,1.25
Maruti Swift VXi BSIV,Mumbai,2012,61000,First,16.1,1197.0,85.0,5.0,3.3,False,False,True,False,True,14,0.24
Maruti Wagon R VXI,Kochi,2019,31817,First,22.5,998.0,67.04,5.0,5.34,False,False,True,False,True,7,0.76
Skoda Rapid 1.5 TDI Ambition,Hyderabad,2016,41000,First,21.14,1498.0,103.52,5.0,8.5,True,False,False,False,True,10,0.85
Honda Jazz S,Kochi,2010,82606,Second,16.0,1198.0,90.0,5.0,2.69,False,False,True,False,True,16,0.17
Mahindra XUV500 W10 2WD,Ahmedabad,2015,52000,First,16.0,2179.0,140.0,7.0,11.5,True,False,False,False,True,11,1.05
Maruti Ritz VXi,Coimbatore,2011,50318,First,18.5,1197.0,85.8,5.0,4.06,False,False,True,False,True,15,0.27
Mercedes-Benz GLE 250d,Hyderabad,2016,50000,First,17.9,2143.0,201.15,5.0,49.0,True,False,False,True,False,10,4.9
Skoda Rapid 1.6 TDI Ambition,Bangalore,2012,72000,First,20.5,1598.0,103.5,5.0,4.6,True,False,False,False,True,14,0.33
Hyundai Grand i10 CRDi Magna,Delhi,2015,63776,First,24.0,1120.0,70.0,5.0,3.96,True,False,False,False,True,11,0.36
Hyundai Elite i20 Petrol Asta,Mumbai,2015,28133,First,18.6,1197.0,81.86,5.0,5.6,False,False,True,False,True,11,0.51
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,First,22.95,1248.0,74.0,5.0,3.75,True,False,False,False,True,9,0.42
Hyundai i20 Magna 1.4 CRDi,Jaipur,2015,55697,First,22.54,1396.0,88.73,5.0,5.5,True,False,False,False,True,11,0.5
Skoda Rapid 1.6 TDI Elegance,Delhi,2012,62000,Second,20.5,1598.0,103.5,5.0,3.0,True,False,False,False,True,14,0.21
Fiat Linea Emotion,Mumbai,2011,48000,First,16.0,1368.0,90.0,5.0,3.0,False,False,True,False,True,15,0.2
Maruti Swift VXI BSIII W/ ABS,Pune,2010,90246,First,16.1,1298.0,88.2,5.0,2.95,False,False,True,False,True,16,0.18
Tata Indica V2 2001-2011 eLS,Hyderabad,2015,80500,First,25.0,1396.0,69.0,5.0,2.45,True,False,False,False,True,11,0.22
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,2012,119000,First,14.84,2143.0,170.0,5.0,13.99,True,False,False,True,False,14,1.0
Mercedes-Benz GLE 350d,Bangalore,2016,28541,First,11.57,2987.0,254.79,5.0,60.75,True,False,False,True,False,10,6.08
Honda City V MT AVN,Chennai,2012,41000,Second,16.8,1497.0,116.3,5.0,4.5,False,False,True,False,True,14,0.32
Hyundai i20 Magna,Mumbai,2010,58000,Second,18.5,1197.0,80.0,5.0,2.5,False,False,True,False,True,16,0.16
Toyota Fortuner 4x2 Manual,Chennai,2015,99000,First,13.0,2982.0,168.5,7.0,20.5,True,False,False,False,True,11,1.86
Hyundai Grand i10 Magna,Delhi,2014,31200,First,18.9,1197.0,82.0,5.0,3.9,False,False,True,False,True,12,0.32
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,2009,85000,Second,15.0,1896.0,105.0,5.0,3.5,True,False,False,False,True,17,0.21
Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,2016,60924,First,15.63,1499.0,110.4,5.0,8.3,False,False,True,True,False,10,0.83
Hyundai EON Magna Plus,Chennai,2012,45000,First,21.1,814.0,55.2,5.0,2.5,False,False,True,False,True,14,0.18
Nissan Micra XV CVT,Kolkata,2011,44000,First,19.15,1198.0,75.94,5.0,2.65,False,False,True,True,False,15,0.18
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,30534,First,19.0,1199.0,88.7,5.0,7.42,False,False,True,True,False,10,0.74
Volkswagen Polo 1.2 MPI Trendline,Kochi,2016,46399,First,16.47,1198.0,74.0,5.0,4.63,False,False,True,False,True,10,0.46
Maruti Alto LXi,Kolkata,2008,42000,First,19.7,796.0,46.3,5.0,1.09,False,False,True,False,True,18,0.06
Hyundai Verna 1.6 SX,Delhi,2011,67000,First,22.32,1582.0,126.32,5.0,3.8,True,False,False,False,True,15,0.25
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,58000,First,10.0,2148.0,170.0,5.0,15.75,True,False,False,True,False,13,1.21
Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,First,17.57,1193.0,88.7,5.0,5.27,False,False,True,False,True,11,0.48
Honda Brio S Option MT,Mumbai,2012,39566,Second,18.4,1198.0,86.8,5.0,2.75,False,False,True,False,True,14,0.2
Honda Jazz VX Diesel,Chennai,2016,14980,First,27.3,1498.0,98.6,5.0,7.4,True,False,False,False,True,10,0.74
Maruti Alto K10 VXI AGS,Jaipur,2017,18491,First,24.07,998.0,67.1,5.0,3.9,False,False,True,True,False,9,0.43
Maruti Zen VXi - BS III,Jaipur,2000,90000,Second,17.3,993.0,60.0,5.0,0.7,False,False,True,False,True,26,0.03
Hyundai i20 Sportz 1.4 CRDi,Pune,2015,118211,First,22.54,1396.0,88.73,5.0,5.9,True,False,False,False,True,11,0.54
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,63316,First,22.7,1598.0,118.0,5.0,9.58,True,False,False,False,True,10,0.96
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,2014,42000,First,14.21,2143.0,203.0,5.0,24.95,True,False,False,True,False,12,2.08
Chevrolet Enjoy Petrol LS 7 Seater,Kochi,2015,25648,First,13.7,1399.0,98.82,7.0,4.29,False,False,True,False,True,11,0.39
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2011,67612,Second,14.21,2143.0,203.0,5.0,11.5,True,False,False,True,False,15,0.77
Mahindra XUV500 W4,Mumbai,2016,33000,First,16.0,2179.0,140.0,7.0,9.65,True,False,False,False,True,10,0.97
Hyundai i10 Sportz,Mumbai,2015,20000,First,20.36,1197.0,78.9,5.0,3.75,False,False,True,False,True,11,0.34
Hyundai Getz 1.3 GLS,Pune,2007,143000,Second,14.2,1341.0,82.9,5.0,1.1,False,False,True,False,True,19,0.06
Audi Q7 3.0 TDI quattro,Coimbatore,2014,118218,First,12.07,2967.0,241.4,7.0,31.41,True,False,False,True,False,12,2.62
Mahindra Scorpio SLE BSIV,Pune,2012,99000,Third,12.05,2179.0,120.0,8.0,6.0,True,False,False,False,True,14,0.43
Honda Jazz 1.2 SV i VTEC,Pune,2016,22700,First,18.7,1199.0,88.7,5.0,5.55,False,False,True,False,True,10,0.55
Tata Safari Storme 2012-2015 EX,Jaipur,2017,28000,First,14.0,2179.0,138.1,7.0,10.91,True,False,False,False,True,9,1.21
Mahindra XUV500 W6 2WD,Kolkata,2014,62000,First,15.1,2179.0,140.0,7.0,7.25,True,False,False,False,True,12,0.6
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2012,107023,First,22.07,1199.0,73.9,5.0,3.9,True,False,False,False,True,14,0.28
Maruti Swift Dzire ZDi,Delhi,2012,71082,First,19.3,1248.0,73.9,5.0,3.95,True,False,False,False,True,14,0.28
Audi Q3 2.0 TDI,Mumbai,2013,60000,First,15.73,1968.0,174.33,5.0,22.0,True,False,False,True,False,13,1.69
Maruti Celerio ZXI,Delhi,2014,21701,First,23.1,998.0,67.04,5.0,3.38,False,False,True,False,True,12,0.28
Honda City V MT Exclusive,Mumbai,2011,56000,First,16.8,1497.0,116.3,5.0,3.45,False,False,True,False,True,15,0.23
Hyundai i20 1.2 Spotz,Delhi,2016,32450,First,18.6,1197.0,81.83,5.0,5.75,False,False,True,False,True,10,0.57
Renault KWID RXT,Jaipur,2016,12500,First,25.17,799.0,53.3,5.0,2.75,False,False,True,False,True,10,0.28
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,20483,First,17.9,2143.0,136.0,5.0,30.3,True,False,False,True,False,7,4.33
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,45800,First,22.7,1498.0,89.84,5.0,7.5,True,False,False,False,True,12,0.62
Hyundai i20 Asta 1.2,Coimbatore,2015,35441,First,18.6,1197.0,81.83,5.0,6.87,False,False,True,False,True,11,0.62
Toyota Innova 2.5 ZX Diesel 7 Seater,Bangalore,2015,86398,First,12.99,2494.0,100.6,7.0,15.2,True,False,False,False,True,11,1.38
Nissan Sunny 2011-2014 Diesel XL,Chennai,2012,150000,First,21.64,1461.0,84.8,5.0,3.5,True,False,False,False,True,14,0.25
Maruti Swift VDI BSIV,Hyderabad,2014,89000,First,25.2,1248.0,74.0,5.0,5.85,True,False,False,False,True,12,0.49
Maruti A-Star Vxi,Hyderabad,2010,68375,First,19.0,998.0,66.1,5.0,2.5,False,False,True,False,True,16,0.16
Maruti Swift ZXI,Pune,2013,52000,First,18.6,1197.0,85.8,5.0,3.95,False,False,True,False,True,13,0.3
Mercedes-Benz CLA 200 CDI Sport,Jaipur,2017,39000,First,17.9,2143.0,136.0,5.0,27.0,True,False,False,True,False,9,3.0
Maruti Ertiga ZXI,Bangalore,2014,68000,Second,16.02,1373.0,93.7,7.0,6.75,False,False,True,False,True,12,0.56
Maruti Wagon R LXI,Jaipur,2007,71000,Second,18.9,998.0,67.1,5.0,1.5,False,False,True,False,True,19,0.08
Volkswagen Polo Diesel Trendline 1.2L,Hyderabad,2012,72003,First,22.07,1199.0,73.9,5.0,3.9,True,False,False,False,True,14,0.28
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2014,135670,First,22.7,1498.0,89.84,5.0,6.55,True,False,False,False,True,12,0.55
Honda City i DTEC VX,Kochi,2017,65850,First,25.1,1498.0,98.6,5.0,9.44,True,False,False,False,True,9,1.05
Toyota Corolla Altis 1.8 GL,Coimbatore,2015,53920,First,14.28,1798.0,138.03,5.0,10.77,False,False,True,False,True,11,0.98
Mahindra XUV500 W8 2WD,Ahmedabad,2014,58000,First,15.1,2179.0,140.0,7.0,7.5,True,False,False,False,True,12,0.62
Maruti Alto 800 2016-2019 VXI,Kolkata,2016,4000,First,24.7,796.0,47.3,5.0,3.0,False,False,True,False,True,10,0.3
BMW 5 Series 530d M Sport,Chennai,2010,58000,First,18.59,2993.0,265.0,5.0,11.75,True,False,False,True,False,16,0.73
Hyundai EON D Lite Plus,Kochi,2016,29832,First,21.1,814.0,55.2,5.0,3.29,False,False,True,False,True,10,0.33
Maruti Swift Dzire VDI,Chennai,2016,71156,First,26.59,1248.0,74.0,5.0,6.5,True,False,False,False,True,10,0.65
Audi A4 2.0 TDI,Hyderabad,2011,54000,First,16.55,1968.0,147.51,5.0,18.0,True,False,False,True,False,15,1.2
Skoda Superb Elegance 1.8 TSI AT,Bangalore,2009,75000,Second,13.7,1798.0,157.75,5.0,4.95,False,False,True,True,False,17,0.29
Tata Zest Revotron 1.2T XM,Kochi,2015,39208,First,17.57,1193.0,88.7,5.0,4.52,False,False,True,False,True,11,0.41
Force One LX ABS 7 Seating,Kolkata,2014,41000,First,17.0,2149.0,139.07,7.0,8.0,True,False,False,False,True,12,0.67
Honda City i-VTEC VX,Coimbatore,2013,38622,First,17.4,1497.0,117.3,5.0,6.26,False,False,True,False,True,13,0.48
Nissan Sunny 2011-2014 XV,Chennai,2016,18000,First,16.95,1498.0,97.7,5.0,7.5,False,False,True,False,True,10,0.75
Maruti Swift 1.3 LXI,Delhi,2012,52000,First,16.1,1497.0,98.6,5.0,3.65,False,False,True,False,True,14,0.26
Volkswagen Vento Petrol Highline AT,Mumbai,2011,45000,First,14.4,1598.0,103.6,5.0,3.35,False,False,True,True,False,15,0.22
Hyundai Verna 1.6 SX VTVT AT,Mumbai,2014,48656,First,15.74,1591.0,121.3,5.0,5.5,False,False,True,True,False,12,0.46
Hyundai Verna CRDi 1.6 AT SX Plus,Bangalore,2012,79000,First,22.0,1582.0,126.2,5.0,5.25,True,False,False,True,False,14,0.38
Audi A4 2.0 TDI Multitronic,Bangalore,2012,88000,First,16.55,1968.0,140.0,5.0,16.25,True,False,False,True,False,14,1.16
Maruti SX4 Vxi BSIV,Delhi,2009,92000,First,15.5,1586.0,103.3,5.0,2.7,False,False,True,False,True,17,0.16
Ford Endeavour 2.2 Titanium AT 4X2,Chennai,2019,9000,First,12.62,2198.0,158.0,7.0,32.9,True,False,False,True,False,7,4.7
Maruti Swift LXI BSIV,Coimbatore,2008,50121,First,20.4,1197.0,83.11,5.0,3.41,False,False,True,False,True,18,0.19
Hyundai Grand i10 CRDi Magna,Hyderabad,2014,79000,First,24.0,1120.0,70.0,5.0,4.15,True,False,False,False,True,12,0.35
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,46000,Second,20.14,1498.0,88.8,5.0,5.9,True,False,False,False,True,12,0.49
Mercedes-Benz E-Class 230,Pune,2012,100000,First,10.0,2496.0,157.7,5.0,11.5,False,False,True,True,False,14,0.82
Hyundai i20 Asta 1.2,Kolkata,2015,41000,First,18.6,1197.0,81.83,5.0,4.75,False,False,True,False,True,11,0.43
Maruti Alto K10 VXI AGS,Chennai,2015,25000,First,24.07,998.0,67.1,5.0,3.5,False,False,True,True,False,11,0.32
Maruti Ertiga VDI,Pune,2014,71899,First,20.77,1248.0,88.76,7.0,7.25,True,False,False,False,True,12,0.6
Maruti Celerio VXI AT,Mumbai,2016,7100,First,23.1,998.0,67.04,5.0,4.35,False,False,True,True,False,10,0.43
Renault KWID Climber 1.0 AMT,Coimbatore,2018,38171,Second,22.5,999.0,67.0,5.0,4.99,False,False,True,True,False,8,0.62
Mahindra Scorpio SLE BSIV,Bangalore,2013,70359,First,12.05,2179.0,120.0,8.0,7.65,True,False,False,False,True,13,0.59
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Chennai,2011,200000,First,12.8,2494.0,102.0,7.0,9.0,True,False,False,False,True,15,0.6
Volkswagen Polo Diesel Highline 1.2L,Chennai,2017,26969,First,22.07,1199.0,73.9,5.0,6.9,True,False,False,False,True,9,0.77
Ford Figo Diesel ZXI,Chennai,2011,56500,First,20.0,1399.0,68.0,5.0,2.9,True,False,False,False,True,15,0.19
Nissan Terrano XL Plus 85 PS,Kolkata,2014,40000,First,20.45,1461.0,83.8,5.0,5.75,True,False,False,False,True,12,0.48
Force One LX 4x4,Kolkata,2014,41000,First,17.0,2200.0,139.01,7.0,8.0,True,False,False,False,True,12,0.67
Renault KWID 1.0 RXT Optional AMT,Kochi,2017,53105,First,22.5,999.0,67.0,5.0,4.41,False,False,True,True,False,9,0.49
Skoda Rapid 1.5 TDI Elegance,Mumbai,2013,23000,First,21.14,1498.0,103.52,5.0,4.95,True,False,False,False,True,13,0.38
Mahindra XUV500 AT W10 FWD,Hyderabad,2016,80999,First,16.0,2179.0,140.0,7.0,14.4,True,False,False,True,False,10,1.44
Ford Figo Diesel Titanium,Chennai,2012,82000,First,20.0,1399.0,68.05,5.0,2.95,True,False,False,False,True,14,0.21
Mahindra Bolero ZLX,Coimbatore,2017,68557,First,15.96,2523.0,62.1,7.0,8.14,True,False,False,False,True,9,0.9
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2016,34000,First,20.64,1498.0,108.5,5.0,8.45,True,False,False,False,True,10,0.84
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2015,77000,First,12.99,2494.0,100.0,8.0,12.5,True,False,False,False,True,11,1.14
Mahindra XUV500 W8 2WD,Mumbai,2012,48000,First,15.1,2179.0,140.0,7.0,6.5,True,False,False,False,True,14,0.46
Ford Ecosport 1.5 Ti VCT MT Titanium,Coimbatore,2015,28232,Second,15.8,1499.0,110.0,5.0,7.72,False,False,True,False,True,11,0.7
Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Chennai,2011,110000,First,16.96,1968.0,138.1,5.0,8.0,True,False,False,True,False,15,0.53
Tata New Safari DICOR 2.2 VX 4x4,Chennai,2009,120000,Second,13.93,2179.0,138.0,7.0,3.0,True,False,False,False,True,17,0.18
BMW 3 Series 330d Convertible,Mumbai,2013,49000,First,8.2,2993.0,245.0,4.0,29.0,True,False,False,True,False,13,2.23
Volkswagen Polo 1.2 MPI Highline,Kolkata,2014,22000,First,16.47,1198.0,74.0,5.0,4.11,False,False,True,False,True,12,0.34
Hyundai i20 Magna Optional 1.2,Coimbatore,2015,14925,First,18.5,1197.0,82.9,5.0,5.37,False,False,True,False,True,11,0.49
Maruti Ertiga ZDI,Mumbai,2013,75000,First,20.77,1248.0,88.8,7.0,6.55,True,False,False,False,True,13,0.5
Honda City i VTEC V,Chennai,2015,23000,First,17.4,1497.0,117.3,5.0,7.0,False,False,True,False,True,11,0.64
Honda City 1.5 S MT,Mumbai,2014,57000,First,17.0,1497.0,118.0,5.0,5.48,False,False,True,False,True,12,0.46
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Kochi,2013,76718,First,16.96,1968.0,138.03,5.0,6.51,True,False,False,True,False,13,0.5
Honda Amaze VX i-DTEC,Pune,2016,138000,First,25.8,1498.0,98.6,5.0,5.15,True,False,False,False,True,10,0.52
Mahindra XUV500 W8 2WD,Hyderabad,2013,140000,Second,15.1,2179.0,140.0,7.0,9.0,True,False,False,False,True,13,0.69
Toyota Corolla Altis VL,Mumbai,2008,110000,Second,14.53,1798.0,138.1,5.0,2.75,False,False,True,True,False,18,0.15
BMW 3 Series 320d,Bangalore,2012,73000,First,22.69,1995.0,190.0,5.0,12.5,True,False,False,True,False,14,0.89
Ford EcoSport 1.5 Diesel Trend,Kochi,2017,63423,First,23.0,1498.0,98.96,5.0,7.69,True,False,False,False,True,9,0.85
Hyundai i20 Asta Optional with Sunroof 1.2,Kochi,2013,62132,First,18.5,1197.0,82.85,5.0,4.57,False,False,True,False,True,13,0.35
Honda City 1.5 S AT,Mumbai,2013,51000,First,16.8,1497.0,118.0,5.0,4.5,False,False,True,True,False,13,0.35
Maruti Ritz VDI (ABS) BS IV,Hyderabad,2015,75000,First,23.2,1248.0,73.94,5.0,4.9,True,False,False,False,True,11,0.45
Hyundai i10 Era 1.1,Kolkata,2008,55410,First,19.81,1086.0,68.05,5.0,1.65,False,False,True,False,True,18,0.09
Chevrolet Sail 1.2 LS,Mumbai,2015,41000,First,18.2,1199.0,82.4,5.0,3.25,False,False,True,False,True,11,0.3
Hyundai Verna 1.6 SX CRDi (O),Chennai,2012,45000,First,22.32,1582.0,126.32,5.0,6.25,True,False,False,False,True,14,0.45
Hyundai Creta 1.6 SX Option,Kochi,2018,53322,First,15.8,1591.0,121.3,5.0,12.13,False,False,True,False,True,8,1.52
Chevrolet Sail 1.2 LS,Jaipur,2013,48000,First,18.2,1199.0,82.4,5.0,3.25,False,False,True,False,True,13,0.25
Audi Q5 2.0 TDI,Hyderabad,2013,72000,First,14.16,1968.0,174.3,5.0,29.0,True,False,False,True,False,13,2.23
Honda City 1.5 V MT Exclusive,Kochi,2013,50266,First,17.0,1497.0,118.0,5.0,5.53,False,False,True,False,True,13,0.43
Ford EcoSport 1.5 Petrol Titanium,Hyderabad,2017,21800,First,17.0,1497.0,121.36,5.0,8.75,False,False,True,False,True,9,0.97
Audi Q7 3.0 TDI Quattro Premium Plus,Bangalore,2014,45000,Second,12.07,2967.0,241.4,7.0,37.9,True,False,False,True,False,12,3.16
Hyundai i10 Magna 1.2,Delhi,2010,62000,First,20.36,1197.0,78.9,5.0,2.4,False,False,True,False,True,16,0.15
Hyundai i20 1.2 Asta,Chennai,2014,41681,First,17.0,1197.0,80.0,5.0,4.55,False,False,True,False,True,12,0.38
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Second,17.5,1197.0,85.8,5.0,2.65,False,False,True,False,True,15,0.18
Tata Indica V2 eLX,Pune,2017,49000,Second,25.0,1396.0,69.0,5.0,1.6,True,False,False,False,True,9,0.18
BMW 5 Series 2010-2013 530d,Coimbatore,2012,40471,Second,16.2,2993.0,235.0,5.0,25.72,True,False,False,True,False,14,1.84
Maruti Swift VDI,Ahmedabad,2013,60000,First,22.9,1248.0,74.0,5.0,4.15,True,False,False,False,True,13,0.32
Ford Freestyle Titanium Plus Petrol,Jaipur,2018,1001,First,19.0,1194.0,94.68,5.0,7.23,False,False,True,False,True,8,0.9
Hyundai Verna XXi ABS (Petrol),Bangalore,2008,38000,Second,13.9,1599.0,103.2,5.0,2.6,False,False,True,False,True,18,0.14
BMW 3 Series 320d Highline,Mumbai,2008,66000,Second,16.07,1995.0,181.0,5.0,7.25,True,False,False,True,False,18,0.4
Toyota Innova 2.5 G4 Diesel 8-seater,Kochi,2017,33901,First,12.8,2494.0,102.0,8.0,14.29,True,False,False,False,True,9,1.59
Mercedes-Benz New C-Class C 250 CDI Elegance,Hyderabad,2011,57000,Second,14.94,2143.0,204.0,5.0,17.25,True,False,False,True,False,15,1.15
Hyundai Elantra 1.6 SX,Pune,2013,170000,First,22.54,1582.0,126.2,5.0,7.5,True,False,False,False,True,13,0.58
Maruti Ritz ZDi,Hyderabad,2014,60000,First,23.2,1248.0,73.94,5.0,4.35,True,False,False,False,True,12,0.36
Maruti Vitara Brezza ZDi Plus Dual Tone,Pune,2016,85000,First,24.3,1248.0,88.5,5.0,8.9,True,False,False,False,True,10,0.89
Hyundai Xcent 1.2 Kappa S,Kolkata,2016,146000,Second,19.1,1197.0,82.0,5.0,3.5,False,False,True,False,True,10,0.35
Honda City i DTEC V,Kolkata,2014,56002,First,26.0,1498.0,98.6,5.0,6.1,True,False,False,False,True,12,0.51
Renault KWID RXT,Mumbai,2016,8554,First,25.17,799.0,53.3,5.0,3.2,False,False,True,False,True,10,0.32
Toyota Etios Cross 1.4L VD,Jaipur,2014,62322,First,23.59,1364.0,67.06,5.0,4.9,True,False,False,False,True,12,0.41
Maruti Alto K10 VXI,Kochi,2015,37929,First,24.07,998.0,67.1,5.0,3.69,False,False,True,False,True,11,0.34
Tata Tiago 1.2 Revotron XM Option,Chennai,2016,5400,First,23.84,1199.0,84.0,5.0,3.98,False,False,True,False,True,10,0.4
Hyundai i20 1.4 CRDi Magna,Kolkata,2013,60000,First,21.9,1396.0,90.0,5.0,2.95,True,False,False,False,True,13,0.23
Audi A4 2.0 TDI,Kochi,2014,55730,First,16.55,1968.0,147.51,5.0,15.21,True,False,False,True,False,12,1.27
Maruti Swift VDI,Hyderabad,2015,62000,First,28.4,1248.0,74.0,5.0,6.3,True,False,False,False,True,11,0.57
Volkswagen Ameo 1.2 MPI Highline,Kochi,2017,14576,First,17.0,1198.0,73.75,5.0,6.69,False,False,True,False,True,9,0.74
Honda BRV i-VTEC V CVT,Mumbai,2017,17000,First,16.0,1497.0,117.3,7.0,9.5,False,False,True,True,False,9,1.06
Hyundai i20 Asta,Mumbai,2009,28000,First,17.0,1197.0,80.0,5.0,2.65,False,False,True,False,True,17,0.16
Hyundai Santa Fe 4X4,Ahmedabad,2012,58200,First,14.66,2199.0,194.3,7.0,7.5,True,False,False,False,True,14,0.54
Honda City 1.5 GXI,Bangalore,2002,53000,Second,0.0,1497.0,98.6,5.0,1.85,False,False,True,False,True,24,0.08
Maruti Celerio ZXI Optional AMT,Kochi,2018,12278,First,23.1,998.0,67.04,5.0,5.63,False,False,True,True,False,8,0.7
Hyundai Creta 1.6 SX,Coimbatore,2018,17665,First,15.8,1591.0,121.3,5.0,11.78,False,False,True,False,True,8,1.47
Tata Indica V2 DL BSIII,Hyderabad,2004,200000,Second,17.88,1396.0,52.8,5.0,0.85,True,False,False,False,True,22,0.04
Volkswagen Vento Petrol Highline,Mumbai,2011,55893,First,15.04,1598.0,103.6,5.0,3.35,False,False,True,False,True,15,0.22
Maruti Celerio VXI,Kochi,2015,60586,First,23.1,998.0,67.04,5.0,4.11,False,False,True,False,True,11,0.37
Mercedes-Benz CLA 200 D Sport Edition,Ahmedabad,2015,13500,First,17.9,2143.0,136.0,5.0,25.51,True,False,False,True,False,11,2.32
Maruti Alto 800 LXI,Jaipur,2017,30000,First,22.74,796.0,47.3,5.0,3.1,False,False,True,False,True,9,0.34
Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2018,12000,First,10.91,3198.0,197.0,7.0,33.5,True,False,False,True,False,8,4.19
Tata Zest Revotron 1.2T XE,Kolkata,2017,65000,First,17.57,1193.0,88.7,5.0,4.8,False,False,True,False,True,9,0.53
Volkswagen Vento 1.6 Comfortline,Kolkata,2014,38000,First,16.09,1598.0,103.5,5.0,3.49,False,False,True,False,True,12,0.29
Maruti Ertiga ZXI,Mumbai,2012,25000,Second,17.5,1373.0,91.1,7.0,5.15,False,False,True,False,True,14,0.37
Mercedes-Benz M-Class ML 350 CDI Corporate,Mumbai,2011,100000,First,14.0,2987.0,224.0,5.0,14.41,True,False,False,True,False,15,0.96
